"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2024-07-30","2024-07-31","Salesforce","","BBVA Desktop ARCE","Active","America/Mexico_City","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2019-09-07","2022-11-10","Salesforce","","BBVA Desktop GM Standard","Asleep","America/Lima","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2017-07-20","2022-03-10","Salesforce","","BBVA Desktop GM Standard","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-07-29","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","5","","No activity","0","Low activity","3","No activity","0"
"2022-04-30","2024-08-01","Salesforce","","BBVA Desktop ARCE","Active","America/Bogota","a0o7Q000007vr3tQAA","No activity","0","Medium activity","13","","Low activity","1","Low activity","5","No activity","0"
"2023-05-09","2024-01-11","Salesforce","","BBVA Desktop Finance","Asleep","Europe/Paris","a0o7Q000007vr3tQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-06-08","2024-07-09","Salesforce","","BBVA Desktop ARCE","Active","Europe/Paris","a0o7Q000007vr3tQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2020-10-14","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","24","","Medium activity","8","Medium activity","14","Low activity","1"
"2020-09-18","2024-08-02","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","48","","Medium activity","9","High activity","24","No activity","0"
"2024-04-27","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","29","","Medium activity","7","Medium activity","13","Low activity","2"
"2022-09-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","27","","Medium activity","6","Medium activity","13","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","37","","Medium activity","9","High activity","19","Medium activity","3"
"2020-09-18","2024-08-02","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","36","","Medium activity","5","Medium activity","14","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","33","","Medium activity","10","High activity","21","Low activity","1"
"2020-09-18","2024-04-12","Salesforce","","Manager","Asleep","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-02-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","30","","Medium activity","6","Medium activity","12","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","43","","High activity","12","High activity","23","Low activity","2"
"2022-09-29","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","20","","Medium activity","5","Medium activity","10","Low activity","1"
"2019-11-14","2024-07-29","Salesforce","","Read Only","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","14","","No activity","0","Medium activity","8","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","39","","Medium activity","7","Medium activity","14","Low activity","1"
"2020-09-18","2024-08-06","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","High activity","4","High activity","53","","High activity","14","High activity","28","Medium activity","4"
"2020-09-18","2024-08-05","Salesforce","","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","45","","Medium activity","10","High activity","23","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","32","","Medium activity","7","High activity","17","Low activity","2"
"2024-03-09","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","42","","Medium activity","7","Medium activity","16","Medium activity","4"
"2020-09-18","2024-08-06","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","64","","High activity","15","High activity","34","Medium activity","3"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","45","","High activity","11","High activity","22","Medium activity","3"
"2022-03-23","2024-07-31","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","22","","Low activity","2","Medium activity","10","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","49","","Medium activity","9","High activity","24","Medium activity","3"
"2020-09-18","2024-08-05","Salesforce","","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","55","","High activity","14","High activity","29","Medium activity","3"
"2023-09-16","2024-07-09","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2020-10-27","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","9","","Low activity","3","Low activity","6","Low activity","1"
"2024-04-06","2024-05-31","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-05-25","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","Low activity","5","","Low activity","4","Low activity","5","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","30","","Medium activity","7","Medium activity","14","Low activity","1"
"2023-05-24","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","40","","Medium activity","10","High activity","20","Medium activity","3"
"2024-07-03","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","12","","Medium activity","7","Medium activity","12","Low activity","2"
"2024-05-25","","Salesforce","","Radicator","Never logged in","","a0o7Q000007vh0GQAQ","","","","","","","","","","",""
"2020-09-18","2024-07-25","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","2","","No activity","0","Low activity","2","No activity","0"
"2023-11-22","2024-08-05","Salesforce","","Radicator","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","25","","Medium activity","6","Medium activity","11","Low activity","1"
"2024-02-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","45","","High activity","13","High activity","22","Medium activity","4"
"2020-09-18","2024-08-06","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","28","","Medium activity","8","Medium activity","16","Medium activity","3"
"2024-04-10","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","39","","Medium activity","8","Medium activity","15","Low activity","2"
"2021-11-10","2022-10-14","Salesforce","","Manager","Asleep","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","43","","Medium activity","9","High activity","20","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","29","","Medium activity","9","High activity","18","Low activity","1"
"2024-04-24","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","55","","High activity","12","High activity","22","Low activity","2"
"2023-05-20","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","36","","Medium activity","9","High activity","17","Low activity","1"
"2024-05-25","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","37","","Medium activity","6","Medium activity","16","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","37","","Medium activity","8","High activity","19","Low activity","1"
"2023-09-23","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","24","","Medium activity","5","Medium activity","12","Low activity","2"
"2021-06-09","2024-07-31","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","12","","Low activity","3","Low activity","6","No activity","0"
"2021-12-31","2024-07-12","Salesforce","","Radicator","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2023-04-01","2024-08-02","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","11","","Low activity","3","Medium activity","9","No activity","0"
"2020-09-18","2024-07-25","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","17","","No activity","0","Low activity","4","No activity","0"
"2020-09-18","2024-08-03","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","38","","Medium activity","6","High activity","17","Low activity","1"
"2020-09-18","2024-07-24","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","4","","No activity","0","Low activity","1","No activity","0"
"2020-09-18","2024-08-02","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","29","","Low activity","4","Medium activity","11","No activity","0"
"2022-05-13","2024-08-03","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","30","","Medium activity","5","Medium activity","14","Low activity","1"
"2023-05-27","2024-07-08","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2022-09-03","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","51","","High activity","11","High activity","23","Low activity","2"
"2020-09-18","2024-06-24","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","Medium activity","16","","Medium activity","10","Medium activity","16","Medium activity","3"
"2024-04-27","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","23","","Low activity","4","Medium activity","10","Low activity","1"
"2023-06-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","30","","Medium activity","6","Medium activity","13","Low activity","1"
"2023-05-10","2024-08-02","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","60","","Medium activity","5","Medium activity","15","No activity","0"
"2023-06-09","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","27","","Medium activity","6","Medium activity","12","Low activity","1"
"2024-01-19","2024-08-01","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","33","","Medium activity","6","Medium activity","15","No activity","0"
"2024-02-29","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","36","","Medium activity","7","Medium activity","16","Medium activity","3"
"2024-06-05","2024-06-11","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Director","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","11","","Low activity","4","Medium activity","7","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","Medium activity","12","","Low activity","3","Low activity","3","Low activity","2"
"2022-08-27","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","27","","Medium activity","6","Medium activity","9","Low activity","1"
"2024-04-27","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","29","","High activity","12","High activity","18","Medium activity","3"
"2023-04-22","2024-08-06","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","23","","Medium activity","7","Medium activity","13","Medium activity","3"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","High activity","5","High activity","36","","High activity","13","High activity","19","Medium activity","5"
"2019-01-24","2024-08-05","Salesforce","","System Administrator","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","7","","Low activity","2","Low activity","4","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Low activity","5","","Low activity","2","Low activity","3","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","42","","High activity","11","High activity","22","Low activity","2"
"2022-12-17","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","21","","Medium activity","8","Medium activity","13","Low activity","1"
"2020-09-18","2022-04-07","Salesforce","Financial Services Cloud Standard,","Wealth Director","Asleep","","a0o7Q000007vh0GQAQ","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2022-09-07","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","13","","Low activity","1","Low activity","5","Low activity","1"
"2019-04-03","2019-04-03","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","2022-10-07","Salesforce","","CRM Contigo","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","2019-04-03","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-10-23","2020-11-25","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-11-20","2019-11-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-09-28","2021-10-05","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2020-01-27","2020-01-27","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-07-12","2018-07-12","Salesforce","","Standard User","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2017-12-26","","","","","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-08-09","2018-08-09","Salesforce","","CRM Gestor","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","2018-08-09","Salesforce","","CRM Gestor","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","2018-08-09","Salesforce","","CRM Gestor","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-31","2023-11-30","Salesforce","","CRM Contigo","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","","Salesforce","","System Administrator","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-10-17","2018-11-14","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-05-04","","","","","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-05-27","2024-08-06","Salesforce","","CRM Contigo","Active","","a0o7Q000007vr3oQAA","Medium activity","2","Low activity","4","","Low activity","2","Low activity","2","Low activity","2"
"2021-05-27","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2023-04-11","2023-04-11","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-02-14","2019-02-14","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","","Salesforce","","System Administrator","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-10-06","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-08-09","2018-08-22","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-02-18","2019-02-18","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-10-06","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-10-06","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-10-06","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-10-06","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-12-14","2021-12-17","Salesforce","","System Administrator ETL","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-09-07","2018-09-07","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-08-20","","Sales Insights Integration User","","Sales Insights Integration User","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2017-12-26","","Analytics Cloud Integration User","","Analytics Cloud Security User","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2017-12-26","2023-01-08","Analytics Cloud Integration User","","Analytics Cloud Integration User","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-08-09","2018-08-27","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-07-25","2023-09-28","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-03-14","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2019-03-28","2019-03-28","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-10-15","2020-01-15","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-11-06","2019-04-03","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-11-20","2019-11-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-08","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","Medium activity","2","High activity","27","","Medium activity","7","Medium activity","13","Medium activity","4"
"2018-08-09","2018-08-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","2022-03-14","Salesforce","","CRM Contigo","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-10-07","2023-09-28","Salesforce","","CRM Contigo","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-01-15","2019-07-16","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-10-20","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","Medium activity","2","Low activity","4","","Low activity","2","Low activity","2","Low activity","2"
"2021-05-27","2023-04-27","Salesforce","CRM User, Analytics Platform,","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2022-10-07","2024-07-30","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","No activity","0","Low activity","6","","No activity","0","Low activity","4","No activity","0"
"2021-05-27","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-01-16","2018-11-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2022-01-31","","Salesforce","","CRM Contact Center","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-08-09","2018-11-29","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2017-12-26","2018-05-02","Salesforce","Financial Services Cloud Standard, Analytics Embedded App,","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2019-11-20","2019-11-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-03-14","2023-05-09","Salesforce","","CRM Contigo","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","","Salesforce","","System Administrator","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2018-08-09","2018-08-09","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2018-07-09","2023-10-17","Salesforce","Analytics Platform,","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2022-03-14","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2021-05-27","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","Low activity","1","Medium activity","17","","Low activity","2","Medium activity","9","Low activity","1"
"2018-08-09","2018-08-20","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","High activity","4","High activity","45","","High activity","11","High activity","20","High activity","6"
"2022-08-19","2022-08-19","Salesforce","","ASO Integration User","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2022-08-09","2022-08-09","Salesforce","","CRM Gestor","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-05-27","2022-08-26","Salesforce","","System Administrator","Asleep","","a0o7Q000007vr3oQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-05-27","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vr3oQAA","Medium activity","3","Medium activity","11","","Low activity","4","Low activity","5","Medium activity","3"
"2021-05-27","","Salesforce","","CRM Contigo","Never logged in","","a0o7Q000007vr3oQAA","","","","","","","","","","",""
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","34","","High activity","14","High activity","22","Medium activity","3"
"2021-10-09","","Sales Insights Integration User","","Sales Insights Integration User","Never logged in","","a0o7Q000007vh0GQAQ","","","","","","","","","","",""
"2019-12-26","2024-08-06","Salesforce","","Integration","Active","","a0o7Q000007vh0GQAQ","High activity","5658","High activity","108679","","High activity","26485","High activity","53379","High activity","6914"
"2023-10-14","","Analytics Cloud Integration User","","Analytics Cloud Integration User","Never logged in","","a0o7Q000007vh0GQAQ","","","","","","","","","","",""
"2024-04-17","2024-07-24","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","No activity","0","High activity","26","","No activity","0","Low activity","2","No activity","0"
"2020-09-18","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","Medium activity","17","","Medium activity","5","Medium activity","11","Low activity","2"
"2020-09-18","2024-08-05","Salesforce","","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","32","","Medium activity","8","Medium activity","15","Low activity","2"
"2021-04-06","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","High activity","5","High activity","106","","High activity","27","High activity","51","Medium activity","5"
"2022-10-12","2024-08-05","Salesforce","","Leader","Active","","a0o7Q000007vh0GQAQ","Low activity","1","Medium activity","14","","Medium activity","5","Medium activity","9","Low activity","1"
"2020-09-18","2024-08-05","Salesforce","","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","High activity","5","High activity","42","","High activity","12","High activity","19","Medium activity","5"
"2024-04-10","2024-08-05","Salesforce","Financial Services Cloud Standard,","Wealth Executive","Active","","a0o7Q000007vh0GQAQ","Medium activity","2","High activity","70","","Medium activity","8","High activity","20","Low activity","2"
"2024-04-17","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","29","","Medium activity","6","Medium activity","14","Low activity","2"
"2020-09-18","2024-08-01","Salesforce","","Radicator","Active","","a0o7Q000007vh0GQAQ","No activity","0","Medium activity","10","","Low activity","3","Medium activity","10","No activity","0"
"2022-10-05","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Low activity","1","High activity","33","","Medium activity","10","High activity","17","Medium activity","3"
"2024-06-05","2024-08-05","Salesforce","","Manager","Active","","a0o7Q000007vh0GQAQ","Medium activity","3","High activity","39","","Medium activity","9","High activity","17","Medium activity","3"
